ticker,name,sector,industry,price,collection
joe,the st. joe company,financial,real estate development,wiki/joe,stocks/joe
joez,joe's jeans inc.,consumer goods,textile - apparel clothing,na,stocks/joez
josb,jos. a bank clothiers inc.,services,apparel stores,na,stocks/josb
kfy,korn/ferry international,services,staffing & outsourcing services,wiki/kfy,stocks/kfy
kkd,"krispy kreme doughnuts, inc.",services,restaurants,wiki/kkd,stocks/kkd
kop,koppers holdings inc.,basic materials,specialty chemicals,wiki/kop,stocks/kop
kos,kosmos energy ltd.,basic materials,independent oil & gas,wiki/kos,stocks/kos
kro,"kronos worldwide, inc.",basic materials,specialty chemicals,wiki/kro,stocks/kro
ktos,"kratos defense & security solutions, inc.",services,security & protection services,wiki/ktos,stocks/ktos
kra,kraton performance polymers inc.,basic materials,specialty chemicals,wiki/kra,stocks/kra
kvhi,kvh industries inc.,technology,communication equipment,wiki/kvhi,stocks/kvhi
kwk,quicksilver resources inc.,basic materials,independent oil & gas,wiki/kwk,stocks/kwk
kwr,quaker chemical corporation,basic materials,specialty chemicals,wiki/kwr,stocks/kwr
labl,multi-color corp.,services,business services,wiki/labl,stocks/labl
lad,lithia motors inc.,services,auto dealerships,wiki/lad,stocks/lad
kyth,"kythera biopharmaceuticals, inc.",healthcare,drug manufacturers - major,wiki/kyth,stocks/kyth
lamr,lamar advertising co.,services,advertising agencies,wiki/lamr,stocks/lamr
lanc,lancaster colony corporation,consumer goods,food - major diversified,wiki/lanc,stocks/lanc
layn,layne christensen company,industrial goods,heavy construction,wiki/layn,stocks/layn
lbai,lakeland bancorp inc.,financial,regional - northeast banks,wiki/lbai,stocks/lbai
lby,libbey inc.,consumer goods,housewares & accessories,wiki/lby,stocks/lby
lci,"lannett company, inc.",healthcare,drug manufacturers - other,wiki/lci,stocks/lci
lcnb,lcnb corp.,financial,regional - mid-atlantic banks,wiki/lcnb,stocks/lcnb
lcut,"lifetime brands, inc.",consumer goods,housewares & accessories,wiki/lcut,stocks/lcut
irf,international rectifier corporation,technology,semiconductor - integrated circuits,wiki/irf,stocks/irf
ldl,lydall inc.,consumer goods,auto parts,wiki/ldl,stocks/ldl
ldr,landauer inc.,technology,scientific & technical instruments,wiki/ldr,stocks/ldr
lea,lear corp.,consumer goods,auto parts,wiki/lea,stocks/lea
leap,leap wireless international inc.,,,na,stocks/leap
leds,semileds corporation,technology,semiconductor- memory chips,na,stocks/leds
leco,lincoln electric holdings inc.,industrial goods,small tools & accessories,wiki/leco,stocks/leco
lee,"lee enterprises, incorporated",services,publishing - newspapers,na,stocks/lee
leg,"leggett & platt, incorporated",consumer goods,home furnishings & fixtures,wiki/leg,stocks/leg
lei,"lucas energy, inc.",basic materials,independent oil & gas,na,stocks/lei
lf,leapfrog enterprises inc.,consumer goods,toys & games,wiki/lf,stocks/lf
lfus,littelfuse inc.,services,electronics wholesale,wiki/lfus,stocks/lfus
len,lennar corp.,industrial goods,residential construction,wiki/len,stocks/len
lfvn,lifevantage corporation,healthcare,drug related products,wiki/lfvn,stocks/lfvn
lg,"the laclede group, inc.",utilities,gas utilities,wiki/lg,stocks/lg
lgcy,legacy reserves lp,basic materials,oil & gas drilling & exploration,na,stocks/lgcy
lgf,lions gate entertainment corp.,services,"movie production, theaters",wiki/lgf,stocks/lgf
lgl,"the lgl group, inc.",industrial goods,industrial electrical equipment,na,stocks/lgl
lgnd,ligand pharmaceuticals incorporated,healthcare,biotechnology,wiki/lgnd,stocks/lgnd
lgp,lehigh gas partners lp,basic materials,oil & gas refining & marketing,na,stocks/lgp
lhcg,"lhc group, inc.",healthcare,home health care,wiki/lhcg,stocks/lhcg
lh,laboratory corp. of america holdings,healthcare,medical laboratories & research,wiki/lh,stocks/lh
lho,lasalle hotel properties,financial,reit - hotel/motel,na,stocks/lho
life,life technologies corporation,,,wiki/life,stocks/life
lii,"lennox international, inc.",industrial goods,diversified machinery,wiki/lii,stocks/lii
lime,lime energy co.,services,technical services,na,stocks/lime
linc,lincoln educational services corporation,services,education & training services,wiki/linc,stocks/linc
line,"linn energy, llc",basic materials,independent oil & gas,na,stocks/line
linta,liberty interactive corporation,services,catalog & mail order houses,wiki/linta,stocks/linta
lion,fidelity southern corporation,financial,regional - mid-atlantic banks,wiki/lion,stocks/lion
liox,lionbridge technologies inc.,services,business services,wiki/liox,stocks/liox
live,"livedeal, inc.",technology,internet information providers,na,stocks/live
liwa,"lihua international, inc.",basic materials,copper,na,stocks/liwa
lkfn,lakeland financial corp.,financial,regional - midwest banks,wiki/lkfn,stocks/lkfn
lkq,lkq corp.,consumer goods,auto parts,wiki/lkq,stocks/lkq
ll,"lumber liquidators holdings, inc.",services,home improvement stores,wiki/ll,stocks/ll
llen,"l & l energy, inc.",basic materials,nonmetallic mineral mining,wiki/llen,stocks/llen
lll,l-3 communications holdings inc.,industrial goods,aerospace/defense products & services,wiki/lll,stocks/lll
llnw,"limelight networks, inc.",technology,internet information providers,wiki/llnw,stocks/llnw
lltc,linear technology corporation,technology,semiconductor - specialized,wiki/lltc,stocks/lltc
lly,eli lilly and company,healthcare,drug manufacturers - major,wiki/lly,stocks/lly
lmat,"lemaitre vascular, inc.",healthcare,medical instruments & supplies,na,na
lmia,lmi aerospace inc.,industrial goods,aerospace/defense products & services,wiki/lmia,stocks/lmia
lmca,liberty media corporation,services,broadcasting - tv,wiki/lmca,stocks/lmca
lmnr,limoneira company,consumer goods,farm products,wiki/lmnr,stocks/lmnr
lmnx,luminex corporation,healthcare,medical instruments & supplies,wiki/lmnx,stocks/lmnx
lmos,lumos networks corp.,technology,diversified communication services,wiki/lmos,stocks/lmos
lmt,lockheed martin corporation,industrial goods,aerospace/defense products & services,wiki/lmt,stocks/lmt
lnbb,lnb bancorp inc.,financial,regional - midwest banks,na,stocks/lnbb
lnc,lincoln national corporation,financial,life insurance,wiki/lnc,stocks/lnc
lnce,"snyder's-lance, inc.",consumer goods,processed & packaged goods,wiki/lnce,stocks/lnce
lnco,"linn co, llc",basic materials,independent oil & gas,na,stocks/lnco
lndc,landec corp.,basic materials,chemicals - major diversified,wiki/lndc,stocks/lndc
lnkd,linkedin corporation,technology,internet information providers,wiki/lnkd,stocks/lnkd
lnn,lindsay corporation,industrial goods,farm & construction machinery,wiki/lnn,stocks/lnn
lnt,alliant energy corporation,utilities,electric utilities,wiki/lnt,stocks/lnt
lo,"lorillard, inc.",consumer goods,cigarettes,wiki/lo,stocks/lo
lock,"lifelock, inc.",technology,application software,wiki/lock,stocks/lock
loan,"manhattan bridge capital, inc.",financial,credit services,na,stocks/loan
locm,local corporation,technology,internet information providers,na,stocks/locm
lode,"comstock mining, inc.",basic materials,gold,na,stocks/lode
logm,"logmein, inc.",technology,application software,wiki/logm,stocks/logm
lojn,lojack corporation,services,security & protection services,na,stocks/lojn
logc,logic devices incorporated,technology,semiconductor - specialized,na,stocks/logc
look,"looksmart, ltd.",technology,internet information providers,na,stocks/look
logi,logitech international sa,,,na,stocks/logi
lorl,"loral space & communications, inc.",technology,communication equipment,wiki/lorl,stocks/lorl
lope,"grand canyon education, inc.",services,education & training services,wiki/lope,stocks/lope
lov,"spark networks, inc.",services,consumer services,wiki/lov,stocks/lov
low,lowe's companies inc.,services,home improvement stores,wiki/low,stocks/low
lphi,"life partners holdings, inc.",financial,life insurance,na,stocks/lphi
lpi,"laredo petroleum, inc.",basic materials,independent oil & gas,wiki/lpi,stocks/lpi
lpla,lpl financial holdings inc.,financial,investment brokerage - national,wiki/lpla,stocks/lpla
lpnt,lifepoint hospitals inc.,healthcare,hospitals,wiki/lpnt,stocks/lpnt
lpsn,liveperson inc.,services,business services,wiki/lpsn,stocks/lpsn
lptn,lpath inc.,healthcare,biotechnology,na,stocks/lptn
lpx,louisiana-pacific corp.,services,building materials wholesale,wiki/lpx,stocks/lpx
lqdt,"liquidity services, inc.",services,catalog & mail order houses,wiki/lqdt,stocks/lqdt
lrad,lrad corporation,technology,scientific & technical instruments,na,stocks/lrad
lrcx,lam research corporation,technology,semiconductor equipment & materials,wiki/lrcx,stocks/lrcx
lrn,"k12, inc.",services,education & training services,na,stocks/lrn
lry,liberty property trust,,,na,stocks/lry
lsbi,lsb financial corp.,financial,savings & loans,na,stocks/lsbi
lsbk,lake shore bancorp inc.,financial,savings & loans,na,stocks/lsbk
lscc,lattice semiconductor corporation,technology,semiconductor - specialized,wiki/lscc,stocks/lscc
lsi,lsi corporation,technology,semiconductor - specialized,wiki/lsi,stocks/lsi
lstr,landstar system inc.,services,trucking,wiki/lstr,stocks/lstr
ltbr,lightbridge corp.,basic materials,synthetics,na,stocks/ltbr
ltc,ltc properties inc.,financial,reit - healthcare facilities,na,stocks/ltc
ltm,life time fitness inc.,services,sporting activities,wiki/ltm,stocks/ltm
ltre,learning tree international inc.,services,education & training services,na,stocks/ltre
ltrx,"lantronix, inc.",technology,networking & communication devices,na,stocks/ltrx
lts,ladenburg thalmann financial services inc.,financial,investment brokerage - national,wiki/lts,stocks/lts
ltxc,ltx-credence corporation,technology,semiconductor equipment & materials,wiki/ltxc,stocks/ltxc
lub,"luby's, inc.",services,restaurants,wiki/lub,stocks/lub
lulu,lululemon athletica inc.,consumer goods,textile - apparel clothing,na,stocks/lulu
luna,luna innovations incorporated,technology,scientific & technical instruments,na,stocks/luna
luv,southwest airlines co.,services,regional airlines,wiki/luv,stocks/luv
lvs,las vegas sands corp.,services,resorts & casinos,wiki/lvs,stocks/lvs
lway,lifeway foods inc.,consumer goods,food - major diversified,wiki/lway,stocks/lway
lxk,lexmark international inc.,technology,computer based systems,wiki/lxk,stocks/lxk
lxp,lexington realty trust,financial,reit - diversified,na,stocks/lxp
lxrx,"lexicon pharmaceuticals, inc.",healthcare,biotechnology,wiki/lxrx,stocks/lxrx
lyb,lyondellbasell industries nv,basic materials,specialty chemicals,wiki/lyb,stocks/lyb
lyts,lsi industries inc.,industrial goods,industrial electrical equipment,wiki/lyts,stocks/lyts
lyv,"live nation entertainment, inc.",services,entertainment - diversified,wiki/lyv,stocks/lyv
lzb,la-z-boy incorporated,consumer goods,home furnishings & fixtures,wiki/lzb,stocks/lzb
m,"macy's, inc.",services,department stores,wiki/m,stocks/m
ma,mastercard incorporated,financial,credit services,wiki/ma,stocks/ma
maa,mid-america apartment communities inc.,financial,reit - residential,na,stocks/maa
mac,the macerich company,financial,reit - retail,wiki/mac,stocks/mac
mace,mace security international inc.,basic materials,specialty chemicals,na,stocks/mace
mack,"merrimack pharmaceuticals, inc.",healthcare,biotechnology,wiki/mack,stocks/mack
mag,magnetek inc.,industrial goods,industrial electrical equipment,na,stocks/mag
mako,mako surgical corp.,,,na,stocks/mako
mams,"mam software group, inc.",technology,business software & services,na,stocks/mams
man,manpowergroup inc.,services,staffing & outsourcing services,wiki/man,stocks/man
manh,"manhattan associates, inc.",technology,application software,wiki/manh,stocks/manh
mar,"marriott international, inc.",services,lodging,wiki/mar,stocks/mar
mark,"remark media, inc.",technology,internet information providers,na,stocks/mark
mas,masco corporation,industrial goods,general building materials,wiki/mas,stocks/mas
masc,material sciences corporation,,,na,stocks/masc
masi,masimo corporation,healthcare,medical appliances & equipment,wiki/masi,stocks/masi
mat,"mattel, inc.",consumer goods,toys & games,wiki/mat,stocks/mat
matw,matthews international corporation,services,personal services,wiki/matw,stocks/matw
maxy,"maxygen, inc.",,,na,stocks/maxy
mays,jw mays inc.,financial,property management,na,stocks/mays
mbfi,mb financial inc.,financial,regional - midwest banks,wiki/mbfi,stocks/mbfi
mblx,"metabolix, inc.",basic materials,specialty chemicals,na,stocks/mblx
mbnd,multiband corporation,,,na,stocks/mbnd
mbrg,middleburg financial corporation,financial,regional - mid-atlantic banks,wiki/mbrg,stocks/mbrg
mbtf,mbt financial corp.,financial,regional - northeast banks,na,stocks/mbtf
mbwm,mercantile bank corp.,financial,regional - midwest banks,wiki/mbwm,stocks/mbwm
mcbc,macatawa bank corp.,financial,regional - midwest banks,wiki/mcbc,stocks/mcbc
mcbf,monarch community bancorp inc.,financial,regional - midwest banks,na,stocks/mcbf
mcbi,metrocorp bancshares inc.,,,na,stocks/mcbi
mcbk,"madison county financial, inc.",financial,regional - midwest banks,na,stocks/mcbk
mcd,mcdonald's corp.,services,restaurants,wiki/mcd,stocks/mcd
mcf,contango oil & gas company,basic materials,independent oil & gas,wiki/mcf,stocks/mcf
mchp,microchip technology inc.,technology,semiconductor - specialized,wiki/mchp,stocks/mchp
mchx,"marchex, inc.",services,marketing services,wiki/mchx,stocks/mchx
mck,mckesson corporation,services,drugs wholesale,wiki/mck,stocks/mck
mco,moody's corporation,services,business services,wiki/mco,stocks/mco
mcri,monarch casino & resort inc.,services,resorts & casinos,wiki/mcri,stocks/mcri
mcrs,"micros systems, inc.",technology,application software,wiki/mcrs,stocks/mcrs
mcs,the marcus corporation,services,resorts & casinos,wiki/mcs,stocks/mcs
mcp,"molycorp, inc.",basic materials,industrial metals & minerals,wiki/mcp,stocks/mcp
mcy,mercury general corporation,financial,property & casualty insurance,wiki/mcy,stocks/mcy
md,"mednax, inc.",healthcare,specialized health services,wiki/md,stocks/md
mcz,mad catz interactive inc.,technology,computer peripherals,na,na
mdc,mdc holdings inc.,industrial goods,residential construction,wiki/mdc,stocks/mdc
mdci,medical action industries inc.,healthcare,medical appliances & equipment,wiki/mdci,stocks/mdci
mdco,the medicines company,healthcare,drugs - generic,wiki/mdco,stocks/mdco
mdlz,"mondelez international, inc.",consumer goods,confectioners,wiki/mdlz,stocks/mdlz
mdp,meredith corporation,services,publishing - periodicals,wiki/mdp,stocks/mdp
mdso,"medidata solutions, inc.",technology,healthcare information services,wiki/mdso,stocks/mdso
mdt,"medtronic, inc.",healthcare,medical appliances & equipment,wiki/mdt,stocks/mdt
mdu,mdu resources group inc.,utilities,diversified utilities,wiki/mdu,stocks/mdu
mdw,midway gold corp.,basic materials,gold,wiki/mdw,stocks/mdw
mdvn,"medivation, inc.",healthcare,biotechnology,wiki/mdvn,stocks/mdvn
mdxg,"mimedx group, inc.",healthcare,medical appliances & equipment,wiki/mdxg,na
mead,meade instruments corp.,,,na,stocks/mead
meas,measurement specialties inc.,technology,scientific & technical instruments,wiki/meas,stocks/meas
med,medifast inc.,services,"specialty retail, other",wiki/med,stocks/med
meet,"meetme, inc.",technology,internet information providers,na,stocks/meet
meip,"mei pharma, inc.",healthcare,drug manufacturers - other,wiki/meip,stocks/meip
mela,"mela sciences, inc.",healthcare,medical instruments & supplies,na,stocks/mela
meli,"mercadolibre, inc.",services,catalog & mail order houses,na,stocks/meli
mei,"methode electronics, inc.",technology,diversified electronics,wiki/mei,stocks/mei
memp,memorial production partners lp,basic materials,independent oil & gas,na,stocks/memp
mems,"memsic, inc.",,,na,stocks/mems
ment,mentor graphics corp.,technology,technical & system software,wiki/ment,stocks/ment
merr,"merriman holdings, inc.",financial,asset management,na,stocks/merr
met,"metlife, inc.",financial,life insurance,wiki/met,stocks/met
mfa,"mfa financial, inc.",financial,reit - diversified,na,stocks/mfa
metr,"metro bancorp, inc.",financial,regional - northeast banks,wiki/metr,stocks/metr
mfco,microwave filter co. inc.,technology,diversified electronics,na,stocks/mfco
mfi,microfinancial inc.,financial,credit services,na,stocks/mfi
mflr,"mayflower bancorp, inc.",,,na,stocks/mflr
mflx,"multi-fineline electronix, inc.",technology,printed circuit boards,wiki/mflx,stocks/mflx
mfnc,mackinac financial corporation,financial,regional - southwest banks,na,stocks/mfnc
mfri,"mfri, inc.",industrial goods,pollution & treatment controls,na,stocks/mfri
mfrm,mattress firm holding corp.,services,"specialty retail, other",wiki/mfrm,stocks/mfrm
mfsf,mutualfirst financial inc.,financial,regional - midwest banks,na,stocks/mfsf
mg,"mistras group, inc.",services,security & protection services,wiki/mg,stocks/mg
mgam,"multimedia games holding company, inc.",services,gaming activities,wiki/mgam,stocks/mgam
mgcd,mgc diagnostics corporation,healthcare,medical appliances & equipment,na,stocks/mgcd
mgln,magellan health services inc.,healthcare,health care plans,wiki/mgln,stocks/mgln
mgm,mgm resorts international,services,resorts & casinos,wiki/mgm,stocks/mgm
mgpi,mgp ingredients inc.,consumer goods,processed & packaged goods,na,stocks/mgpi
mgt,"mgt capital investments, inc.",services,business services,na,stocks/mgt
mgyr,"magyar bancorp, inc.",financial,regional - northeast banks,na,stocks/mgyr
mhfi,"mcgraw hill financial, inc.",services,business services,wiki/mhfi,na
mhgc,morgans hotel group co.,services,lodging,wiki/mhgc,stocks/mhgc
mho,"m/i homes, inc.",industrial goods,residential construction,wiki/mho,stocks/mho
mgn,"mines management, inc.",basic materials,silver,na,stocks/mgn
mhh,"mastech holdings, inc.",services,staffing & outsourcing services,na,stocks/mhh
midd,middleby corp.,industrial goods,diversified machinery,wiki/midd,stocks/midd
mig,meadowbrook insurance group inc.,financial,property & casualty insurance,wiki/mig,stocks/mig
mill,"miller energy resources, inc.",basic materials,independent oil & gas,wiki/mill,stocks/mill
mind,mitcham industries inc.,technology,scientific & technical instruments,wiki/mind,stocks/mind
mini,"mobile mini, inc.",consumer goods,packaging & containers,wiki/mini,stocks/mini
mhk,mohawk industries inc.,consumer goods,home furnishings & fixtures,wiki/mhk,stocks/mhk
mitk,"mitek systems, inc.",technology,application software,wiki/mitk,stocks/mitk
mitl,mitel networks corporation,technology,communication equipment,na,stocks/mitl
mjn,mead johnson nutrition company,consumer goods,processed & packaged goods,wiki/mjn,stocks/mjn
mkc,"mccormick & company, incorporated",consumer goods,processed & packaged goods,wiki/mkc,stocks/mkc
mkl,markel corp.,financial,property & casualty insurance,wiki/mkl,stocks/mkl
mksi,"mks instruments, inc.",technology,scientific & technical instruments,wiki/mksi,stocks/mksi
mktg,"responsys, inc.",,,na,stocks/mktg
mkto,"marketo, inc.",technology,application software,wiki/mkto,stocks/mkto
mktx,marketaxess holdings inc.,financial,investment brokerage - national,wiki/mktx,stocks/mktx
mkty,"mechanical technology, incorporated",,,na,stocks/mkty
mlab,mesa laboratories inc.,healthcare,medical instruments & supplies,wiki/mlab,stocks/mlab
mlm,martin marietta materials inc.,industrial goods,general building materials,wiki/mlm,stocks/mlm
mlhr,herman miller inc.,consumer goods,business equipment,wiki/mlhr,stocks/mlhr
mlp,"maui land & pineapple company, inc.",financial,real estate development,na,stocks/mlp
mlnk,"moduslink global solutions, inc.",services,air delivery & freight services,wiki/mlnk,stocks/mlnk
mlnx,"mellanox technologies, ltd.",technology,semiconductor - broad line,na,stocks/mlnx
mmc,"marsh & mclennan companies, inc.",financial,insurance brokers,wiki/mmc,stocks/mmc
mmp,magellan midstream partners lp,basic materials,oil & gas pipelines,na,stocks/mmp
mmm,3m company,industrial goods,diversified machinery,wiki/mmm,stocks/mmm
mms,"maximus, inc.",services,business services,wiki/mms,stocks/mms
mmsi,"merit medical systems, inc.",healthcare,medical instruments & supplies,wiki/mmsi,stocks/mmsi
mndl,"mandalay digital group, inc.",technology,diversified communication services,na,stocks/mndl
mnga,magnegas corporation,basic materials,major integrated oil & gas,na,stocks/mnga
mn,"manning & napier, inc.",financial,asset management,wiki/mn,stocks/mn
mnkd,mannkind corp.,healthcare,biotechnology,wiki/mnkd,stocks/mnkd
mnov,medicinova inc.,healthcare,biotechnology,na,stocks/mnov
mnr,monmouth real estate investment corp.,financial,reit - industrial,na,stocks/mnr
mnrk,"monarch financial holdings, inc.",financial,regional - mid-atlantic banks,na,stocks/mnrk
mnro,monro muffler brake inc.,consumer goods,auto parts,wiki/mnro,stocks/mnro
mnst,monster beverage corporation,consumer goods,beverages - soft drinks,wiki/mnst,stocks/mnst
mnta,momenta pharmaceuticals inc.,healthcare,drugs - generic,wiki/mnta,stocks/mnta
mntg,"mtr gaming group, inc.",services,resorts & casinos,na,stocks/mntg
mntx,"manitex international, inc.",industrial goods,diversified machinery,wiki/mntx,stocks/mntx
mo,altria group inc.,consumer goods,cigarettes,wiki/mo,stocks/mo
moc,command security corp.,services,security & protection services,na,stocks/moc
moco,mocon inc.,technology,scientific & technical instruments,na,stocks/moco
mod,modine manufacturing company,consumer goods,auto parts,wiki/mod,stocks/mod
modn,"model n, inc.",,,wiki/modn,stocks/modn
mofg,"midwest one financial group, inc.",financial,regional - southwest banks,wiki/mofg,stocks/mofg
moga,moog inc.,industrial goods,aerospace/defense products & services,na,stocks/moga
moh,"molina healthcare, inc.",healthcare,health care plans,wiki/moh,stocks/moh
molx,molex incorporated,,,na,stocks/molx
molxa,molex incorporated,,,na,stocks/molxa
mon,monsanto company,basic materials,agricultural chemicals,wiki/mon,stocks/mon
morn,morningstar inc.,technology,information & delivery services,wiki/morn,stocks/morn
mos,the mosaic company,basic materials,agricultural chemicals,wiki/mos,stocks/mos
mosy,"mosys, inc.",technology,semiconductor - integrated circuits,wiki/mosy,stocks/mosy
mov,"movado group, inc.",consumer goods,"recreational goods, other",wiki/mov,stocks/mov
move,"move, inc.",technology,internet information providers,wiki/move,stocks/move
mpaa,motorcar parts of america inc.,consumer goods,auto parts,na,stocks/mpaa
mpac,mod-pac corp.,,,na,stocks/mpac
mpb,mid penn bancorp inc.,financial,regional - northeast banks,na,stocks/mpb
mpet,magellan petroleum corporation,basic materials,independent oil & gas,na,stocks/mpet
mpc,marathon petroleum corporation,basic materials,oil & gas refining & marketing,wiki/mpc,stocks/mpc
mpo,"midstates petroleum company, inc.",basic materials,independent oil & gas,wiki/mpo,stocks/mpo
mpw,medical properties trust inc.,financial,reit - healthcare facilities,na,na
mpwr,monolithic power systems inc.,technology,semiconductor - specialized,wiki/mpwr,stocks/mpwr
mpx,marine products corp.,consumer goods,recreational vehicles,wiki/mpx,stocks/mpx
mrc,mrc global inc.,basic materials,oil & gas equipment & services,wiki/mrc,stocks/mrc
mrcy,"mercury systems, inc.",technology,computer peripherals,wiki/mrcy,stocks/mrcy
mrge,merge healthcare incorporated,technology,healthcare information services,wiki/mrge,stocks/mrge
mrh,montpelier re holdings ltd.,financial,property & casualty insurance,wiki/mrh,stocks/mrh
mrin,marin software incorporated,technology,application software,wiki/mrin,stocks/mrin
mrln,marlin business services corp.,financial,mortgage investment,wiki/mrln,stocks/mrln
mrtn,marten transport ltd.,services,trucking,wiki/mrtn,stocks/mrtn
mrk,merck & co. inc.,healthcare,drug manufacturers - major,wiki/mrk,stocks/mrk
mscc,microsemi corporation,technology,semiconductor - integrated circuits,wiki/mscc,stocks/mscc
mrvl,marvell technology group ltd.,technology,semiconductor - integrated circuits,wiki/mrvl,stocks/mrvl
msci,msci inc.,technology,application software,wiki/msci,stocks/msci
msex,middlesex water co.,utilities,water utilities,wiki/msex,stocks/msex
msfg,mainsource financial group,financial,regional - midwest banks,wiki/msfg,stocks/msfg
msft,microsoft corporation,technology,business software & services,wiki/msft,stocks/msft
msg,the madison square garden company,services,entertainment - diversified,wiki/msg,stocks/msg
msl,midsouth bancorp inc.,financial,regional - southeast banks,wiki/msl,stocks/msl
msm,msc industrial direct co. inc.,services,industrial equipment wholesale,wiki/msm,stocks/msm
mso,martha stewart living omnimedia inc.,services,publishing - periodicals,wiki/mso,stocks/mso
mstr,microstrategy inc.,technology,application software,wiki/mstr,stocks/mstr
mtd,mettler-toledo international inc.,technology,scientific & technical instruments,wiki/mtd,stocks/mtd
mtdr,matador resources company,basic materials,independent oil & gas,wiki/mtdr,stocks/mtdr
mtg,mgic investment corp.,financial,property & casualty insurance,wiki/mtg,stocks/mtg
mth,meritage homes corporation,industrial goods,residential construction,wiki/mth,stocks/mth
mtn,vail resorts inc.,services,resorts & casinos,wiki/mtn,stocks/mtn
mtor,"meritor, inc.",consumer goods,auto parts,wiki/mtor,stocks/mtor
mtrn,materion corporation,basic materials,industrial metals & minerals,wiki/mtrn,stocks/mtrn
mtrx,matrix service company,industrial goods,heavy construction,wiki/mtrx,stocks/mtrx
mtsc,mts systems corporation,technology,scientific & technical instruments,wiki/mtsc,stocks/mtsc
mtsi,"m/a-com technology solutions holdings, inc.",technology,semiconductor - broad line,wiki/mtsi,stocks/mtsi
mtw,"the manitowoc company, inc.",industrial goods,farm & construction machinery,wiki/mtw,stocks/mtw
mtx,minerals technologies inc.,basic materials,chemicals - major diversified,wiki/mtx,stocks/mtx
mtz,"mastec, inc.",industrial goods,heavy construction,wiki/mtz,stocks/mtz
mw,"the men's wearhouse, inc.",services,apparel stores,wiki/mw,stocks/mw
mwa,"mueller water products, inc.",industrial goods,industrial equipment & components,wiki/mwa,stocks/mwa
mwiv,"mwi veterinary supply, inc.",services,medical equipment wholesale,wiki/mwiv,stocks/mwiv
mww,"monster worldwide, inc.",services,staffing & outsourcing services,wiki/mww,stocks/mww
mxl,"maxlinear, inc.",technology,semiconductor equipment & materials,wiki/mxl,stocks/mxl
mxim,"maxim integrated products, inc.",technology,semiconductor - broad line,wiki/mxim,stocks/mxim
mxwl,"maxwell technologies, inc.",technology,diversified electronics,wiki/mxwl,stocks/mxwl
mye,myers industries inc.,consumer goods,rubber & plastics,wiki/mye,stocks/mye
mygn,myriad genetics inc.,services,research services,wiki/mygn,stocks/mygn
myrg,"myr group, inc.",industrial goods,general contractors,wiki/myrg,stocks/myrg
n,netsuite inc.,technology,business software & services,wiki/n,stocks/n
nano,nanometrics incorporated,technology,semiconductor equipment & materials,wiki/nano,stocks/nano
nasb,"nasb financial, inc.",financial,savings & loans,wiki/nasb,stocks/nasb
nati,national instruments corporation,technology,technical & system software,wiki/nati,stocks/nati
natl,national interstate corporation,financial,property & casualty insurance,wiki/natl,stocks/natl
nath,nathan's famous inc.,services,restaurants,wiki/nath,stocks/nath
natr,nature's sunshine products inc.,healthcare,drugs - generic,wiki/natr,stocks/natr
nav,navistar international corporation,consumer goods,trucks & other vehicles,wiki/nav,stocks/nav
navb,"navidea biopharmaceuticals, inc",healthcare,medical appliances & equipment,wiki/navb,stocks/navb
navg,navigators group inc.,financial,property & casualty insurance,wiki/navg,stocks/navg
nbbc,newbridge bancorp,financial,regional - mid-atlantic banks,wiki/nbbc,stocks/nbbc
nbix,neurocrine biosciences inc.,healthcare,drugs - generic,wiki/nbix,stocks/nbix
nbtb,"nbt bancorp, inc.",financial,regional - northeast banks,wiki/nbtb,stocks/nbtb
nc,nacco industries inc.,conglomerates,conglomerates,wiki/nc,stocks/nc
nbtf,,financial,regional - southeast banks,na,stocks/nbtf
ncbc,new century bancorp inc.,financial,regional - mid-atlantic banks,na,stocks/ncbc
nci,navigant consulting inc.,services,management services,wiki/nci,stocks/nci
nbcb,first nbc bank holding company,financial,foreign regional banks,wiki/nbcb,stocks/nbcb
ncit,"nci, inc.",technology,information technology services,na,stocks/ncit
nclh,norwegian cruise line holdings ltd.,,,wiki/nclh,stocks/nclh
ncmi,"national cinemedia, inc.",services,marketing services,wiki/ncmi,stocks/ncmi
ncq,novacopper inc.,basic materials,industrial metals & minerals,na,na
ncr,ncr corp.,technology,information technology services,wiki/ncr,stocks/ncr
nct,newcastle investment corp.,financial,reit - diversified,na,stocks/nct
ncs,nci building systems inc.,industrial goods,general building materials,wiki/ncs,stocks/ncs
ndaq,"the nasdaq omx group, inc.",financial,diversified investments,wiki/ndaq,stocks/ndaq
ndsn,nordson corporation,industrial goods,diversified machinery,wiki/ndsn,stocks/ndsn
ne,noble corp.,basic materials,oil & gas drilling & exploration,wiki/ne,stocks/ne
necb,"northeast community bancorp, inc.",financial,savings & loans,na,stocks/necb
nee,"nextera energy, inc.",utilities,electric utilities,wiki/nee,stocks/nee
nem,newmont mining corporation,basic materials,gold,wiki/nem,stocks/nem
nen,new england realty associates lp,financial,real estate development,na,na
neo,neogenomics inc.,healthcare,medical laboratories & research,wiki/neo,stocks/neo
neog,neogen corp.,healthcare,diagnostic substances,wiki/neog,stocks/neog
neon,"neonode, inc.",technology,diversified electronics,wiki/neon,stocks/neon
nes,"nuverra environmental solutions, inc.",industrial goods,waste management,wiki/nes,na
